"Date","Aluminum","Arsenic","Bromine","Calcium","Chlorine","Chromium","Copper","Elemental Carbon","Elemental carbon I","Elemental carbon II","Elemental carbon III","Iron","Lead","Magnesium","Manganese","Nickel","Nitrate","Nitrite","Organic carbon","Organic carbon I","Organic carbon II","Organic carbon III","Organic carbon IV","Phosphorus","Potassium","Pyrolyzed organic carbon","Rubidium","Selenium","Silicon","Sodium","Strontium","Sulfate","Sulfur","Titanium","Vanadium","Zinc","Zirconium","PM25"
"11/20/2020",0.0094,0.00046,0.00271,0.02363,0.01602,0.00076,0.00262,0.53287,0.62149,0.0437,0,0.05619,0.00373,0.01738,0.0017,3e-04,0.32052,0.00353,1.72474,0.10731,0.39132,0.67228,0.42151,0.00174,0.04613,0.13232,0,1e-04,0.02205,0.14667,9e-05,0.25156,0.0945,0.00217,3e-05,0.00791,NA,4.5229
"11/23/2020",0.00595,0.00046,0.00189,0.02878,0.08336,0.00028,0.0179,0.53928,0.53719,0.00209,0,0.04456,0.00207,0.02005,0.00254,1e-04,0.55472,0.00291,1.75785,0.08241,0.32543,0.84157,0.50844,0.00131,0.04435,0,1e-05,0.00018,0.01626,0.27852,0.00041,0.30648,0.1113,0.00161,1e-04,0.00703,NA,4.83634
"11/26/2020",0.00194,0.00018,0.00115,0.00733,0.00883,NA,0.00114,0.49217,0.55809,0.03961,0,0.01661,0.00116,0.00649,0.00023,9e-05,0.51087,0.00132,1.5172,0.08501,0.35865,0.69256,0.27545,0.00102,0.04153,0.10553,0.00014,0.00019,0.00497,0.09033,0.00029,0.16601,0.06426,0.00138,3e-05,0.00408,0.0013,3.49815
"11/29/2020",0.00473,0.00255,0.00249,0.01355,0.00832,0.00275,0.01019,1.52396,0.92199,0.60197,0,0.06196,0.00677,0.00045,0.00154,2e-05,1.05448,0.00138,2.47006,0.19988,0.55151,0.76058,0.95809,0.00083,0.05727,0,0.00012,5e-04,0.01291,0.14733,0.00021,0.91087,0.31428,0.00139,0.00012,0.00951,0.00047,7.7472
"12/02/2020",0.02261,0.00038,0.00129,0.03519,0.01238,0.00187,0.00906,1.16492,1.12829,0.03663,0,0.15174,0.00209,0.01611,0.00966,0.00105,0.48334,0.00308,2.14932,0.15969,0.67726,0.81831,0.49406,0.00295,0.03849,0,NA,0.00014,0.06656,0.06795,0.00018,0.16355,0.06374,0.00547,2e-04,0.02716,0.0019,5.45958
"12/05/2020",0.01705,0.00201,0.0039,0.0409,0.00723,0.00113,0.01169,1.26083,1.16893,0.0919,0,0.08966,0.00499,0.00853,0.00195,0.00018,0.45683,0.00334,3.85731,0.54335,1.07657,1.39021,0.84718,0.00289,0.09345,0,NA,0.00029,0.04472,0.05345,0.00026,0.3315,0.12304,0.00473,0.00025,0.01771,0.00306,9.26332
"12/08/2020",0.01031,0.00045,0.00136,0.02722,0.00487,0.00153,0.00177,0.451,0.49459,0.02954,0,0.05924,0.0021,0.0102,0.00209,0.00109,0.40226,0.0053,1.39292,0.07676,0.2711,0.57414,0.39779,0.00036,0.02815,0.07313,NA,0.00026,0.02358,0.06052,0.00025,0.19246,0.06822,0.00288,5e-05,0.012,0.00054,3.17076
"12/11/2020",0.01623,0.00024,0.00225,0.03072,0.01207,0.00038,0.01109,0.61625,0.5853,0.03685,0,0.06845,0.00098,0.02723,0.00155,0.00013,0.77609,0.00226,1.65356,0.06198,0.3532,0.65279,0.57969,0.00164,0.04416,0.0059,8e-05,1e-04,0.04505,0.13035,0.00071,0.29152,0.11285,0.00344,0.00017,0.01323,NA,5.36683
"12/14/2020",0.02291,8e-04,0.0016,0.04507,0.51728,0.0012,0.00277,0.38138,0.33592,0.04546,0,0.06279,0.0019,0.06363,0.00144,0.00047,0.44984,0.00127,1.26937,0.06102,0.28659,0.53632,0.38544,0.00107,0.04266,0,3e-05,0.00013,0.0263,0.4639,6e-04,0.28231,0.09439,0.00397,0,0.00983,0.00056,4.62484
"12/17/2020",0.00089,0,0.00127,0.02676,0.74133,0.00067,0.0132,0.15862,0.11452,0.04622,0,0.03696,0.001,0.04505,0.00053,0.00048,0.1425,0.00101,0.49792,0.04333,0.10944,0.21218,0.13085,1e-04,0.0247,0.00212,2e-05,0.00017,0.00526,0.43667,0.00035,0.17345,0.05336,0.00143,0.00011,0.0065,NA,2.86028
"12/20/2020",0.00143,0.00024,0.00147,0.02215,0.5987,0.00013,0.00153,0.23447,0.22524,0.00923,0,0.0197,0.00027,0.04723,0.00042,4e-05,0.38796,0.00211,0.98354,0.06418,0.20045,0.44606,0.27285,0.00027,0.0335,0,NA,0.00015,0.00504,0.42441,0.00052,0.21069,0.06562,0.00135,3e-04,0.00205,0.00074,3.77845
"12/23/2020",0.00886,0.00024,0.00182,0.03796,0.00692,0.00066,0.01487,0.92406,0.82703,0.09703,0,0.06947,0.00174,0.00582,0.00339,0.00018,0.7574,0.00266,1.85358,0.17689,0.41376,0.72662,0.53631,0.00237,0.04354,0,6e-05,2e-04,0.0264,0.0805,3e-04,0.16824,0.06844,0.00366,0.00021,0.00845,0.00126,5.17993
"12/26/2020",0.01445,0,0.00129,0.01902,0.40574,1e-05,0.00064,0.14325,0.19136,0.0285,0,0.01065,0.00079,0.0468,0.00035,9e-05,0.17475,0.00317,0.80011,0.00164,0.13789,0.33026,0.25371,0.00022,0.02796,0.07661,2e-04,0.00015,0.00403,0.3508,0.00042,0.17615,0.06763,0.00051,0,0.00361,NA,2.68734
"12/29/2020",0.01567,0.00159,0.00276,0.02999,0.01434,4e-04,0.02245,1.30142,1.18724,0.11418,0,0.09431,0.00365,0.00877,0.00273,0.00022,1.50233,0.00327,2.71888,0.11673,0.73976,1.13184,0.73055,0.00183,0.08105,0,0.00017,NA,0.04369,0.03961,0.00033,0.28669,0.11705,0.00416,0.00019,0.01798,0.00135,8.7766
"01/01/2021",0.02078,0.00017,0.00049,0.00938,0.07732,0.00064,0.01048,0.26256,0.29022,0.04118,0,0.01171,0.00076,0.02341,0.00091,1e-04,0.17584,0.00123,0.92439,0.05413,0.22,0.37112,0.21031,0.00114,0.29456,0.06884,NA,NA,0.00521,0.01865,0.00783,0.20747,0.08076,0.00257,0.00036,0.00281,NA,2.74761
"01/04/2021",0.00096,0,0.00047,0.01356,0.25486,0.00031,0.01156,0.15323,0.1126,0.04062,0,0.02375,0.00023,0.01615,0.00133,0.00028,0.06732,NA,0.3706,0.03713,0.06732,0.18468,0.08146,0.00021,0.01263,0,NA,9e-05,0.01047,0.17981,0.00011,0.091,0.02933,0.00146,1e-05,0.00313,0.00015,1.37964
"01/07/2021",0.00752,0.00056,0.00064,0.01431,0.00242,0.00027,0.00326,0.61073,0.62085,0.08501,0,0.06049,0.00161,0.00438,0.00233,9e-05,0.86203,0.01024,1.24667,0.09467,0.29892,0.46428,0.29368,0.00209,0.0267,0.09513,1e-04,1e-05,0.02339,0.01769,NA,0.13374,0.0495,0.00239,0.00019,0.00577,0.00166,3.33706
"01/10/2021",0.00852,0.00137,0.00214,0.03673,0.00662,3e-04,0.03753,0.79511,0.71685,0.13082,0,0.03875,0.00386,0.00623,0.00074,6e-05,0.57353,0.00351,1.88319,0.0917,0.54941,0.69607,0.49344,0.00029,0.05058,0.05256,NA,0.00047,0.01957,0.0619,1e-05,0.25623,0.09664,0.00215,2e-05,0.00788,0.00012,5.22442
"01/13/2021",0.00038,0.0011,0.00224,0.05829,1.01803,0.00074,0.00205,0.36038,0.36187,NA,0,0.03797,0.00315,0.08214,0.00075,0.00036,0.26716,0.01801,1.09175,0.04813,0.22333,0.44772,0.37257,0.00021,0.05411,0,0.00015,0.00026,0.06514,0.72263,0.00055,0.41708,0.13599,0.0018,0,0.00797,0.00053,5.91791
"01/16/2021",0.00936,0.00112,0.00278,0.02133,0.0149,0.00034,0.0212,0.95979,0.91334,0.04644,0,0.06301,0.00384,0.01076,0.00474,6e-05,1.0781,0.00358,3.13175,0.35351,0.79097,1.20371,0.78356,0.00146,0.0674,0,4e-05,1e-04,0.02352,0.13319,0.00025,0.39535,0.13162,0.00342,4e-05,0.01154,NA,8.43514
"01/19/2021",0.01665,0.00071,0.00294,0.02172,0.00872,0.00101,0.00828,1.12359,1.06718,0.05641,0,0.11037,0.00249,0.0039,0.00229,0.00073,2.33647,0.00414,2.51625,0.29014,0.56153,0.95509,0.70949,0.00184,0.05302,0,0,0.00016,0.04706,0.05867,4e-05,0.70636,0.142,0.00562,0.00014,0.01354,0.00196,9.22504
"01/22/2021",0.01341,0.00031,0.00098,0.01553,0.00626,0.00011,0.0016,0.49948,0.52653,0.06349,0,0.03316,0.00098,0.0144,6e-04,2e-05,0.33196,0.00629,1.14943,0.01505,0.24697,0.59822,0.19866,0.00013,0.03407,0.09053,NA,1e-05,0.03544,0.09553,7e-05,0.18488,0.06664,0.00189,1e-04,0.00464,0.00095,3.48681
"01/25/2021",0.00651,3e-05,0.00134,0.01992,0.15965,0.00012,0.00184,0.25944,0.23331,0.02612,0,0.05257,0.00084,0.02745,0.00119,0.00035,0.43809,0.00216,0.83239,0.08432,0.1427,0.30704,0.29833,7e-04,0.02312,0,NA,NA,0.01327,0.2742,0.00035,0.26116,0.08921,0.00327,0,0.00815,NA,3.28481
"01/28/2021",0.0127,0.00033,0.00124,0.04676,0.00457,0.00026,0.00633,0.6953,0.70868,0.02933,0,0.06975,0.00194,0.00444,0.00301,5e-05,0.47131,0.0028,1.31994,0.0675,0.31912,0.61887,0.27176,0.00149,0.04084,0.0427,NA,0.00012,0.02995,0.05689,0.00056,0.17576,0.06658,0.00288,0.00015,0.00852,0.00188,3.61348
"01/31/2021",0.01278,0.00047,0.00031,0.05697,0.00334,0.00036,0.00153,0.41919,0.47241,0.04279,0,0.02579,0.00107,0.00382,0.00017,8e-05,0.61626,0.01228,1.10761,0.06125,0.19443,0.5079,0.24802,0.00074,0.02813,0.09601,0.00018,0.00042,0.02972,0.01941,0.00013,0.11928,0.05503,0.00169,0,0.00551,0.00066,2.87934
"02/03/2021",0.00836,0,0.00061,0.02975,0.00152,0.00012,0.00414,0.28766,0.30779,0.05925,0,0.02804,0.00119,0.0042,0.00479,2e-05,0.26398,0.02034,0.64905,0.04321,0.15816,0.22896,0.13935,1e-05,0.01557,0.07937,0.00014,0.00012,0.03228,0.03217,0.00016,0.12605,0.04884,0.00141,0,0.00344,7e-05,1.80426
"02/06/2021",0.00178,0,0.00136,0.02642,0.81954,5e-05,0.00061,0.05361,0.05942,NA,0,0.0101,NA,0.0551,0.00038,5e-05,0.11691,0.00025,0.27497,0.023,0.05596,0.10883,0.08507,1e-05,0.02595,0.00211,5e-05,0.00011,0.00573,0.52513,0.00049,0.29019,0.08907,0.00044,0,0.00117,NA,2.86348
"02/09/2021",0.01787,4e-05,0.00232,0.01623,0.00356,0.00033,0.00303,0.47909,0.60815,0.07269,0,0.03558,0.00182,0.01201,0.00085,9e-05,0.87898,0.00372,1.20821,0.02911,0.24852,0.39966,0.32918,8e-04,0.03455,0.20175,0.00017,NA,0.03546,0.10642,0.00024,0.44764,0.15975,0.00203,1e-05,0.00563,0.00015,4.30229
"02/12/2021",0.01326,0,0.00104,0.01019,0.00116,0.00012,0.00043,0.10903,0.24296,0.03225,0,0.01435,0.00033,0.00489,0.00049,1e-04,0.14238,0.00087,0.5984,NA,0.11192,0.20034,0.13412,0.00042,0.02368,0.16619,4e-05,NA,0.03416,0.01207,0.00017,0.33483,0.12963,0.00099,0,0.00292,0.00012,2.30259
"02/15/2021",0.00652,0,0.00051,0.01472,0.00129,0.00024,0.00443,0.22491,0.278,0.03024,0,0.018,NA,0.00303,0.00056,0,0.51578,0.00113,0.6512,0.01583,0.11545,0.27399,0.16261,0.00019,0.01537,0.08332,NA,NA,0.01477,0.03365,0.00014,0.15089,0.05726,9e-04,0,0.00282,NA,1.8347
"02/18/2021",0.0048,0,0.00084,0.01839,0.0039,0.00033,0.00252,0.43557,0.43423,0.07847,0,0.07497,0.00191,0.00017,0.00693,0.00013,0.27584,0.00141,0.83654,0.03864,0.19876,0.33592,0.1861,0.00192,0.0205,0.07712,NA,7e-05,0.02361,0.0616,0.00017,0.1312,0.05157,0.00219,0,0.00966,0.00065,2.34672
"02/21/2021",0.00377,0,0.00045,0.00628,0.07064,NA,0.00371,0.06143,0.09037,0.0122,0,0.00912,0.00012,NA,6e-05,1e-05,0.06181,0.00563,0.30504,0.00859,0.0554,0.12198,0.07794,0.00013,0.01177,0.04114,0.00027,NA,0.0134,0.07825,NA,0.14386,0.05189,0.00078,0,0.00092,0.00045,1.02152
"02/24/2021",0.01141,0,0.00207,0.04026,0.00707,0.00109,0.00309,0.55179,0.52798,0.02382,0,0.07423,0.00165,0.01732,0.01081,8e-04,1.92148,0.01008,1.28275,0.08073,0.28628,0.56724,0.34851,0.0017,0.03107,0,NA,0.00033,0.03056,0.16925,0.00024,0.34035,0.13107,0.00347,0,0.01103,0.00047,5.07803
"02/27/2021",0.00875,0,0.00321,0.03632,0.89597,NA,0.01034,0.23188,0.21716,0.01472,0,0.02358,0.00096,0.07241,0.00082,NA,0.83675,0.01349,0.88791,0.01821,0.17132,0.38567,0.31271,3e-05,0.05265,0,0.00026,8e-05,0.02233,0.73265,0.00115,0.50853,0.15056,0.00149,6e-05,0.00389,0.00116,5.50181
"03/02/2021",NA,0,0.00182,0.04989,0.11043,0.00034,0.00303,0.35417,0.38645,0.0504,0,0.05109,0.00052,0.03852,0.00272,0.00013,0.85187,NA,0.79962,0.00345,0.1535,0.325,0.23499,0.00074,0.03565,0.08268,0.00017,0.00034,0.05521,0.30638,0.00062,0.4496,0.15444,0.00428,7e-05,0.00604,0.00155,3.65726
"03/05/2021",0.01876,0,0.00163,0.02778,0.0051,3e-04,0.00734,0.43904,0.5444,0.06809,0,0.05778,0.00218,0.01283,0.00115,0.00017,0.40352,0.00169,1.17523,0.03577,0.25071,0.48836,0.22695,6e-04,0.03422,0.17345,0.00011,0.00028,0.05084,0.08299,3e-04,0.32617,0.12243,0.00339,0,0.00643,0.00041,3.33991
"03/08/2021",0.10511,0,0.00104,0.05401,0.0432,0.00058,0.00377,0.47371,0.50883,0.02774,0,0.10258,0.0014,0.04888,0.01119,0.00048,0.47844,0.00224,0.93515,0.01863,0.26297,0.35056,0.24013,0.00014,0.04455,0.06287,NA,8e-05,0.18998,0.14225,0.00065,0.45401,0.15887,0.00724,5e-05,0.00611,0.00131,4.10071
"03/11/2021",0.04212,0,0.00181,0.02392,0.00375,0.00012,0.00677,0.53848,0.55976,0.08972,0,0.06587,0.00114,0.01537,0.00187,0.00019,0.9615,0.00302,1.40942,0.12321,0.30158,0.48572,0.38792,0.00114,0.04096,0.11099,6e-05,0.00021,0.09637,0.0782,0.00037,0.31731,0.12707,0.00435,1e-04,0.00585,0.00192,4.28708
"03/14/2021",0.02861,8e-04,0.00315,0.02754,0.01028,0.00029,0.00203,0.62056,0.70128,0.10266,0,0.04107,0.00438,0.02009,0.00101,0.00018,0.86708,0.00161,1.94557,0.09471,0.43101,0.64745,0.58902,0.00123,0.06436,0.18338,1e-05,0.00029,0.07582,0.16186,0.00051,0.49804,0.19971,0.00346,5e-05,0.00932,0.00163,6.52922
"03/17/2021",0.02622,0.00062,0.00225,0.0359,0.00583,0.00084,0.01495,1.00696,0.9379,0.06906,0,0.10805,0.00264,NA,0.01155,0.00052,1.1166,0.00658,2.4792,0.14571,0.7153,1.00461,0.61358,0.00139,0.0519,0,0.00013,3e-04,0.07414,0.04204,0.00039,0.35418,0.13246,0.00497,0,0.01168,0.00058,6.77355
"03/20/2021",0.00496,0,9e-04,0.01748,0.2446,0.00012,0.00087,0.14205,0.14014,0.01165,0,0.01683,0.00076,0.02255,0.00053,1e-05,0.14031,NA,0.64013,0.00519,0.11808,0.22863,0.27849,0.00051,0.01857,0.00974,0.00012,NA,0.01867,0.24565,0.00031,0.29271,0.10632,0.001,1e-05,0.00177,5e-05,1.89234
"03/23/2021",0.01735,0.00026,0.00314,0.05719,0.01114,0.00145,0.01265,0.59662,0.55572,0.0409,0,0.07919,0.00336,0.0203,0.00531,0.00026,1.21269,0.00143,1.52297,0.09001,0.37437,0.54353,0.51506,0.00151,0.04225,0,NA,0.00045,0.04444,0.21236,0.00047,0.60912,0.23506,0.00372,0,0.01085,0.00014,5.29922
"03/26/2021",0.03202,0,0.00288,0.05298,0.79197,0.00046,0.00155,0.29993,0.26424,0.03569,0,0.05748,0.00094,0.07818,0.00101,0.00016,0.64863,NA,0.86285,0.00692,0.18444,0.35205,0.31945,3e-05,0.0593,0,NA,4e-05,0.07827,0.74389,0.00116,0.78345,0.27365,0.0032,0,0.00684,NA,5.32464
"03/29/2021",0.01325,0,0.00195,0.04045,0.59295,0.00041,0.00792,0.34826,0.37775,0.03026,0,0.03956,0.00107,0.04661,0.00251,0.00027,0.3669,NA,0.87748,0.01396,0.17437,0.29087,0.33852,2e-05,0.04058,0.05975,4e-05,0.00028,0.02695,0.48085,4e-04,0.53303,0.18528,0.00193,0,0.00415,NA,4.01913
"04/01/2021",0.10944,0.00054,0.0043,0.08659,0.00815,0.00145,0.00456,0.88315,0.79523,0.08792,0,0.16168,0.00512,0.05078,0.02187,0.00052,1.17727,0.00318,2.07218,0.07188,0.52895,0.77137,0.69997,0.00077,0.10104,0,0.00013,0.00064,0.29074,0.27124,0.00071,1.25609,0.45987,0.0112,0.00039,0.01624,0.00149,8.6875
"04/04/2021",0.01132,0,0.00081,0.01989,0.25681,2e-05,0.00069,0.13587,0.1642,0.01144,0,0.01493,0.00088,0.04025,6e-04,NA,0.28792,NA,0.47299,0.01555,0.08156,0.16465,0.17147,1e-05,0.02175,0.03977,0.00019,2e-05,0.03202,0.27749,0.00039,0.25204,0.09139,0.0012,0,0.00323,0.00098,2.20304
"04/07/2021",0.03377,0,0.00134,0.0293,0.03174,0.00042,0.00174,0.22647,0.26465,0.03515,0,0.05386,0.00173,0.00718,0.00127,0.00011,0.15284,NA,0.62996,0.01005,0.14936,0.2487,0.14852,0.00054,0.02396,0.07333,0.00041,3e-05,0.09683,0.08765,0.00038,0.27304,0.106,0.00327,0,0.01113,0.00114,1.92799
"04/10/2021",0.00379,0,0.00079,0.02165,0.53234,0.00023,0.00212,0.14078,0.12874,0.01205,0,0.01118,0.00094,0.04779,0.00023,NA,0.19457,NA,0.45396,0.02487,0.09693,0.16678,0.16538,2e-05,0.0289,0,NA,0.00035,0.01513,0.36986,0.00045,0.27166,0.08332,0.00073,9e-05,0.00196,0.00017,2.70467
"04/13/2021",0.02253,0,0.00122,0.01851,0.00186,3e-05,0.00126,0.35115,0.37242,0.15564,0,0.03765,0.00013,0.007,0.00078,NA,0.14566,0.00581,0.66522,0.04076,0.12194,0.16715,0.15846,1e-05,0.02035,0.17691,0.00017,NA,0.06439,0.02394,3e-04,0.41595,0.16147,0.00228,9e-05,0.00293,0.00077,2.50683
"04/16/2021",0.0625,0,0.0033,0.04713,0.00406,0.00086,0.0082,0.9,0.81158,0.08841,0,0.11524,9e-04,0.01849,0.00279,0.00078,0.3692,0.00836,2.48871,0.37971,0.61869,0.92149,0.56882,0.00088,0.07814,0,NA,7e-05,0.16335,0.0515,0.00086,0.49942,0.1953,0.00797,0,0.00662,0.00274,7.12353
"04/19/2021",0.09499,0,0.00327,0.06799,0.00344,0.00135,0.00624,0.58121,0.5405,0.04071,0,0.15318,0.00246,0.02623,0.00839,0.00111,0.51696,0.00375,2.14816,0.02493,0.71369,0.91565,0.49389,0.00082,0.07058,0,2e-04,0.00012,0.29749,0.10733,0.00211,0.64942,0.2608,0.00974,1e-04,0.0141,0.00088,7.20089
"04/22/2021",0.03887,0,0.00228,0.08141,0.56222,0.00045,0.00562,0.1086,0.09717,0.01144,0,0.06389,0.0015,0.09117,0.0013,1e-04,0.79758,0.00171,0.71701,0.01887,0.16098,0.35519,0.18197,4e-05,0.06199,0,NA,0.00049,0.10314,0.8176,0.00095,1.22774,0.47316,0.00534,3e-05,0.00702,0.00047,7.16542
"04/25/2021",0.01236,0,0.00045,0.0357,0.00175,0.00022,0.00079,0.25286,0.29259,0.10818,0,0.01616,0.00088,0.00968,0.00013,4e-05,0.16011,0.01135,0.68303,0.00704,0.15231,0.23241,0.14336,1e-05,0.01963,0.14791,NA,0.00016,0.02847,0.0806,7e-05,0.22082,0.09025,0.00122,0,0.00225,0.00112,1.7772
"04/28/2021",0.02256,0,0.00172,0.045,0.00766,0.00113,0.01083,0.58015,0.54069,0.03946,0,0.0947,0.00139,0.01675,0.0058,0.00063,0.56166,0.00191,1.3389,0.05758,0.34349,0.55359,0.38423,0.00065,0.02739,0,2e-04,0.00022,0.05999,0.0805,0.00056,0.40772,0.18202,0.00424,0,0.01153,0.00271,4.20897
"05/01/2021",0.0068,0,0.00103,0.01687,0.07881,8e-05,0.00065,0.15764,0.2469,0.01458,0,0.01731,0.00047,0.02638,0.00047,8e-05,0.50231,0.06562,0.62882,0.00281,0.11236,0.23575,0.17406,0.00066,0.02095,0.10384,9e-05,0.00019,0.01493,0.2917,0.00028,0.468,0.19053,0.00097,9e-05,0.00291,0.00025,2.87792
"05/04/2021",0.00833,0,0.00088,0.01826,0.03852,0.00022,0.00168,0.19468,0.17474,0.01993,0,0.02485,0.00049,0.01817,0.0011,0.00011,0.82389,0.03009,0.74034,0.0083,0.12256,0.39647,0.21302,0.00052,0.02014,0,9e-05,0.00022,0.02068,0.24059,0.00028,0.37751,0.14673,0.00118,5e-05,0.00358,0.00039,3.01682
"05/07/2021",0.00863,0,0.00061,0.0178,0.11691,0.00016,0.00112,0.15695,0.17195,0.01361,0,0.02548,0.00107,0.02182,0.00043,7e-05,0.16618,0.0546,0.34298,NA,0.06951,0.14993,0.09774,0.00017,0.01601,0.02861,8e-05,0.00016,0.0224,0.13246,0.00012,0.23708,0.09849,0.00147,0,0.00252,0.00046,1.66985
"05/10/2021",0.01789,0,0.00119,0.0215,0.00206,0.00024,0.00463,0.23296,0.2836,0.01935,0,0.03299,0.00019,0.01757,0.00086,0.00014,0.38878,0.01932,0.6629,0.00987,0.20235,0.27461,0.10608,0.00062,0.02228,0.06999,3e-05,NA,0.04117,0.11808,7e-05,0.37947,0.16026,0.00227,0.00013,0.0026,NA,2.4982
"05/13/2021",0.02696,0,0.00102,0.01798,0.00112,5e-05,0.0018,0.34505,0.35581,0.15675,0,0.04522,0.00163,0.00999,0.001,0.00011,0.62027,0.03029,0.89172,0.04331,0.16461,0.3226,0.1937,0.00101,0.01879,0.1675,6e-05,1e-04,0.06101,0.02951,0.00028,0.36095,0.14767,0.00335,0.00016,0.00382,0.00021,2.8859
"05/16/2021",0.04746,8e-05,0.0031,0.03989,0.00579,0.00017,0.00964,0.53228,0.59945,0.03279,0,0.05972,0.00249,0.04201,0.00145,1e-04,0.81715,0.01176,1.65511,0.07033,0.42034,0.6622,0.40228,3e-05,0.05401,0.09996,NA,0.00015,0.11503,0.28892,0.00036,0.723,0.3061,0.00464,0.00017,0.01087,0.00105,5.85034
"05/19/2021",0.01428,0,0.00071,0.00722,0.00103,6e-05,0.00094,0.14657,0.15751,0.0495,0,0.02205,0.00018,0.01409,0.00103,5e-05,0.17921,NA,0.41775,0.03183,0.08406,0.1378,0.10362,1e-05,0.01365,0.06044,8e-05,9e-05,0.03186,0.08414,0.00051,0.38234,0.16005,0.00124,3e-05,0.00151,NA,1.91516
"05/22/2021",0.02653,0,0.00258,0.05803,0.00328,0.00061,0.0066,0.35475,0.55615,0.03531,0,0.0358,0.00568,0.04238,0.00108,0.00022,0.73516,0.00151,1.32319,0.02652,0.26909,0.48471,0.30615,3e-05,0.04834,0.23672,7e-05,3e-04,0.05984,0.33914,0.00064,1.4432,0.57369,0.00285,5e-05,0.01158,0.00051,5.90571
"05/25/2021",0.00717,0,0.00029,0.02948,0.00166,5e-04,0.00106,0.13007,0.14228,0.04706,0,0.02664,0.00177,0.00986,8e-04,3e-04,0.07406,3e-05,0.42351,NA,0.10676,0.14598,0.11483,1e-05,0.01585,0.05928,NA,NA,0.01933,0.05937,6e-05,0.34864,0.13984,0.00159,0,0.00822,NA,1.44809
"05/28/2021",0.00368,0,0.00084,0.01602,0.0801,0.00013,0.00302,0.15357,0.18302,0.0309,0,0.02525,0.00075,0.02705,0.00083,1e-04,0.32805,0.00438,0.54666,NA,0.10334,0.23461,0.15866,0.00051,0.01837,0.06036,NA,0.00013,0.011,0.19515,0.00025,0.26733,0.10916,0.00153,2e-04,0.00352,0.00013,2.26857
"05/31/2021",0.02332,0.00021,0.00538,0.02266,0.00318,NA,0.00199,0.59427,0.73127,0.01565,0,0.03739,0.00146,0.01491,0.00053,0.00022,0.50329,0.00722,2.22075,0.36149,0.3971,0.89042,0.41909,0.00053,0.04953,0.15264,0,0.00024,0.04344,0.0638,0.00035,0.58838,0.25075,0.00264,0.00078,0.00572,0.00111,6.24287
"06/03/2021",0.02162,2e-04,0.00197,0.03723,0.00329,0.00123,0.00924,0.36451,0.35009,0.06648,0,0.11665,0.00211,0.03008,0.00243,0.00144,0.40454,0.00043,0.92955,0.0909,0.2207,0.37949,0.18639,2e-05,0.02649,0.05207,NA,0.00031,0.05329,0.22004,0.00072,0.50246,0.18927,0.00341,7e-05,0.01102,0.00101,3.42705
"06/06/2021",0.00523,0,0.00066,0.01703,0.22233,3e-05,0.00042,0.10181,0.17628,0.01565,0,0.00808,0.00094,0.02887,0.00026,3e-05,0.15525,NA,0.44153,0.04063,0.06049,0.15661,0.09368,1e-05,0.01882,0.09012,NA,0.00012,0.00888,0.28574,0.00031,0.3497,0.13317,0.00058,0,0.00117,NA,2.07111
"06/09/2021",0.01062,0,0.00097,0.01346,0.00176,0.00038,0.00363,0.2195,0.23467,0.04076,0,0.02946,0.00111,0.01565,0.00115,8e-05,0.24867,NA,0.47924,NA,0.09954,0.20867,0.13438,0.00051,0.02004,0.05592,NA,NA,0.02,0.14066,0.00062,0.27786,0.11304,0.00481,0,0.00519,2e-05,1.81288
"06/12/2021",0.00977,0.00014,0.00134,0.02028,0.00276,0.00022,0.00334,0.40242,0.39525,0.0465,0,0.03661,0.00241,0.01149,0.00123,5e-05,0.41657,0.00113,1.16695,0.04157,0.27328,0.52585,0.28693,0.00022,0.02555,0.03933,5e-05,0.00021,0.02368,0.07978,0.00028,0.36689,0.14803,0.00208,0,0.00595,0.00097,3.3167
"06/15/2021",0.00726,0,0.00081,0.01889,0.12535,0.00021,0.00118,0.12484,0.06122,0.06363,0,0.02768,0.00128,0.02922,0.00093,0.00011,0.2012,0.00049,0.40984,0.03906,0.08477,0.19305,0.09296,0.00025,0.02204,0,6e-05,2e-04,0.02362,0.23365,0.00031,0.42911,0.15456,0.00161,0,0.00597,7e-05,2.20962
"06/18/2021",0.00892,0,0.00157,0.01873,0.03244,0.00012,0.00125,0.34364,0.39769,0.00752,0,0.01877,0.00229,0.03533,0.00059,0.00012,0.41253,NA,0.59207,NA,0.11211,0.29834,0.13371,0.00103,0.01799,0.06157,NA,9e-05,0.01968,0.2893,0.00019,0.50279,0.19804,0.00108,6e-05,0.01406,0.00068,2.94014
"06/21/2021",0.0237,0,0.00203,0.02626,0.00208,2e-04,0.00212,0.51006,0.63439,0.08647,0,0.04952,0.00068,0.01308,0.00136,0.00028,0.17687,0.00313,1.84004,0.07976,0.48523,0.71255,0.35171,0.00122,0.02004,0.2108,5e-05,6e-05,0.05661,0.05092,0.00016,0.3127,0.1338,0.00332,0.00019,0.00568,0.00105,4.70563
"06/24/2021",0.02868,7e-05,0.00212,0.05006,0.00212,0.00173,0.00316,0.612,0.55008,0.06193,0,0.08754,0.00185,0.01777,0.00671,0.00148,0.46107,0.00362,1.30166,0.02459,0.40997,0.62422,0.24288,0.00179,0.02558,0,NA,0.00034,0.08202,0.20018,0.00073,0.38244,0.17452,0.00403,4e-04,0.0073,0.00111,4.38598
